transaction_id,customer_id,timestamp,merchant_category,device_type,is_card_present,location_country,distance_from_home_km,failed_attempts_last_24h,ip_risk_score,customer_avg_amount_30d,amount,amount_to_avg_ratio,hour_of_day,is_night_transaction,velocity_1h,velocity_24h,is_fraud
TXN_127539,CUST_0174,2026-07-19 21:58:57,Gambling,Mobile App,0,Domestic,0.78,0,0.232,54.8548817667867,49.09,0.89,21,0,1,1,0
TXN_113771,CUST_0174,2026-07-20 10:54:17,Grocery,Mobile App,0,Domestic,2.37,0,0.0,54.8548817667867,16.89,0.31,10,0,1,2,0
TXN_136363,CUST_0174,2026-07-20 20:41:29,Gas Station,Web Browser,0,Domestic,5.22,0,0.001,54.8548817667867,105.31,1.92,20,0,1,3,0
TXN_130806,CUST_0174,2026-07-22 09:04:39,Restaurants,Mobile App,0,Domestic,5.51,0,0.103,54.8548817667867,96.25,1.75,9,0,1,1,0
TXN_131143,CUST_0174,2026-07-24 05:28:57,Grocery,Web Browser,0,Domestic,22.47,0,0.087,54.8548817667867,49.41,0.9,5,1,1,1,0
TXN_143904,CUST_0174,2026-07-28 05:34:27,Travel & Flights,Mobile App,0,Domestic,3.12,0,0.134,54.8548817667867,46.3,0.84,5,1,1,1,0
TXN_114796,CUST_0174,2026-07-29 01:49:49,Gas Station,Web Browser,0,Domestic,1.11,3,0.343,54.8548817667867,59.56,1.09,1,1,1,2,0
TXN_143282,CUST_0174,2026-07-29 05:03:41,Online Retail,POS Terminal,1,Domestic,48.66,0,0.005,54.8548817667867,69.11,1.26,5,1,1,3,0
TXN_129910,CUST_0174,2026-07-29 16:48:21,Crypto Exchange,Mobile App,0,Domestic,12.42,0,0.008,54.8548817667867,39.72,0.72,16,0,1,3,0
TXN_111204,CUST_0175,2026-07-01 02:33:21,Money Transfer,Web Browser,0,Domestic,16.23,0,0.203,52.77378016555069,141.45,2.68,2,1,1,1,0
TXN_126855,CUST_0175,2026-07-02 05:44:45,Restaurants,Web Browser,0,Domestic,6.82,0,0.001,52.77378016555069,41.8,0.79,5,1,1,1,0
TXN_108847,CUST_0175,2026-07-03 03:19:44,Gas Station,Web Browser,0,Domestic,0.16,0,0.02,52.77378016555069,24.85,0.47,3,1,1,2,0
TXN_117511,CUST_0175,2026-07-04 02:20:13,Online Retail,Web Browser,0,Domestic,0.87,0,0.0,52.77378016555069,36.98,0.7,2,1,1,2,0
TXN_126897,CUST_0175,2026-07-04 11:13:06,Online Retail,Mobile App,0,Domestic,7.08,1,0.0,52.77378016555069,27.78,0.53,11,0,1,2,0
TXN_125231,CUST_0175,2026-07-04 22:23:24,Grocery,Web Browser,0,Domestic,4.34,0,0.004,52.77378016555069,47.29,0.9,22,0,1,3,0
TXN_105947,CUST_0175,2026-07-05 06:13:19,Grocery,Mobile App,0,Domestic,1.06,0,0.289,52.77378016555069,89.29,1.69,6,0,1,3,0
TXN_144344,CUST_0175,2026-07-05 19:53:23,Grocery,Web Browser,0,Domestic,3.84,0,0.001,52.77378016555069,42.45,0.8,19,0,1,3,0
TXN_107963,CUST_0175,2026-07-07 01:58:44,Grocery,POS Terminal,1,Domestic,4.97,0,0.03,52.77378016555069,30.19,0.57,1,1,1,1,0
TXN_138953,CUST_0175,2026-07-07 13:55:52,Grocery,Mobile App,0,Domestic,5.06,1,0.001,52.77378016555069,58.4,1.11,13,0,1,2,0
TXN_101472,CUST_0175,2026-07-08 07:11:06,Online Retail,POS Terminal,1,Domestic,42.17,0,0.044,52.77378016555069,127.21,2.41,7,0,1,2,0
TXN_140753,CUST_0175,2026-07-08 09:51:30,Restaurants,Mobile App,0,Domestic,10.69,1,0.026,52.77378016555069,69.58,1.32,9,0,1,3,0
TXN_110510,CUST_0175,2026-07-13 02:49:11,Crypto Exchange,Web Browser,0,Domestic,8.96,0,0.001,52.77378016555069,86.38,1.64,2,1,1,1,0
TXN_101539,CUST_0175,2026-07-13 08:44:40,Electronics,Web Browser,0,Foreign Standard,173.02,1,0.038,52.77378016555069,43.87,0.83,8,0,1,2,0
TXN_129331,CUST_0175,2026-07-15 01:59:21,Grocery,Web Browser,0,Domestic,12.34,0,0.007,52.77378016555069,95.94,1.82,1,1,1,1,0
TXN_124062,CUST_0175,2026-07-15 12:37:48,Grocery,Web Browser,0,Domestic,23.45,0,0.207,52.77378016555069,58.08,1.1,12,0,1,2,0
TXN_132832,CUST_0175,2026-07-15 17:38:15,Grocery,Web Browser,0,Domestic,2.74,0,0.01,52.77378016555069,100.73,1.91,17,0,1,3,0
TXN_143137,CUST_0175,2026-07-16 09:00:33,Grocery,Web Browser,0,Domestic,43.05,0,0.021,52.77378016555069,68.35,1.3,9,0,1,3,0
TXN_130924,CUST_0175,2026-07-21 05:25:48,Grocery,Web Browser,0,Foreign Standard,534.17,0,0.0,52.77378016555069,20.58,0.39,5,1,1,1,0
TXN_144606,CUST_0175,2026-07-25 02:03:18,Gas Station,Mobile App,0,Domestic,18.07,0,0.397,52.77378016555069,58.9,1.12,2,1,1,1,0
TXN_144386,CUST_0175,2026-07-27 19:59:47,Online Retail,Mobile App,0,Domestic,2.09,0,0.182,52.77378016555069,47.41,0.9,19,0,1,1,0
TXN_117762,CUST_0175,2026-07-28 00:00:32,Grocery,POS Terminal,1,Domestic,0.02,3,0.013,52.77378016555069,106.13,2.01,0,0,1,2,0
TXN_106700,CUST_0175,2026-07-29 00:58:41,Luxury Goods,POS Terminal,1,Domestic,6.29,0,0.001,52.77378016555069,53.6,1.02,0,0,1,1,0
TXN_127204,CUST_0175,2026-07-30 14:53:45,Travel & Flights,Web Browser,0,Domestic,4.14,0,0.012,52.77378016555069,58.61,1.11,14,0,1,1,0
TXN_126497,CUST_0176,2026-07-02 09:28:57,Gas Station,Web Browser,0,Domestic,5.42,0,0.382,73.42833888225192,187.89,2.56,9,0,1,1,0
TXN_119275,CUST_0176,2026-07-03 22:07:12,Restaurants,Mobile App,0,Domestic,10.9,0,0.001,73.42833888225192,99.09,1.35,22,0,1,1,0
TXN_115335,CUST_0176,2026-07-07 03:55:10,Travel & Flights,Mobile App,0,Domestic,20.87,0,0.307,73.42833888225192,112.34,1.53,3,1,1,1,0
TXN_103062,CUST_0176,2026-07-07 07:53:41,Gas Station,Mobile App,0,Domestic,24.66,0,0.028,73.42833888225192,67.9,0.92,7,0,1,2,0
TXN_148423,CUST_0176,2026-07-09 22:54:16,Restaurants,POS Terminal,1,Domestic,13.77,0,0.055,73.42833888225192,49.95,0.68,22,0,1,1,0
TXN_113544,CUST_0176,2026-07-10 05:01:44,Restaurants,POS Terminal,1,Domestic,13.48,3,0.004,73.42833888225192,54.57,0.74,5,1,1,2,0
TXN_136324,CUST_0176,2026-07-12 16:59:53,Grocery,Web Browser,0,Foreign Standard,961.77,0,0.037,73.42833888225192,65.43,0.89,16,0,1,1,0
TXN_103116,CUST_0176,2026-07-12 20:19:25,Restaurants,POS Terminal,1,Domestic,37.37,0,0.159,73.42833888225192,68.55,0.93,20,0,1,2,0
TXN_133561,CUST_0176,2026-07-14 21:47:32,Restaurants,Web Browser,0,Foreign High Risk,1442.02,0,0.006,73.42833888225192,43.21,0.59,21,0,1,1,0
TXN_133889,CUST_0176,2026-07-15 05:34:30,Restaurants,Web Browser,0,Domestic,9.76,1,0.239,73.42833888225192,57.06,0.78,5,1,1,2,0
TXN_131828,CUST_0176,2026-07-17 06:26:06,Online Retail,Web Browser,0,Domestic,1.53,0,0.002,73.42833888225192,52.99,0.72,6,0,1,1,0
TXN_126908,CUST_0176,2026-07-19 07:09:07,Grocery,Web Browser,0,Domestic,16.73,1,0.033,73.42833888225192,124.46,1.69,7,0,1,1,0
TXN_125474,CUST_0176,2026-07-19 16:08:53,Restaurants,Mobile App,0,Domestic,17.79,0,0.074,73.42833888225192,54.64,0.74,16,0,1,2,0
TXN_139309,CUST_0176,2026-07-20 12:01:45,Grocery,Mobile App,0,Domestic,13.55,0,0.044,73.42833888225192,95.62,1.3,12,0,1,2,0
TXN_126662,CUST_0176,2026-07-22 21:56:36,Grocery,Mobile App,0,Domestic,5.6,0,0.001,73.42833888225192,52.81,0.72,21,0,1,1,0
TXN_107604,CUST_0176,2026-07-25 05:44:52,Restaurants,Mobile App,0,Foreign Standard,369.84,0,0.068,73.42833888225192,87.35,1.19,5,1,1,1,0
TXN_129185,CUST_0176,2026-07-25 20:02:42,Restaurants,Mobile App,0,Domestic,10.31,0,0.032,73.42833888225192,39.53,0.54,20,0,1,2,0
TXN_118531,CUST_0176,2026-07-26 05:04:50,Grocery,Web Browser,0,Domestic,3.43,0,0.031,73.42833888225192,129.96,1.77,5,1,1,3,0
TXN_118807,CUST_0176,2026-07-26 14:47:51,Gas Station,Mobile App,0,Domestic,36.48,0,0.117,73.42833888225192,36.39,0.5,14,0,1,3,0
TXN_109840,CUST_0176,2026-07-29 00:21:49,Crypto Exchange,Web Browser,0,Domestic,12.15,0,0.073,73.42833888225192,183.92,2.5,0,0,1,1,0
TXN_119481,CUST_0176,2026-07-30 19:56:36,Restaurants,POS Terminal,1,Foreign Standard,934.65,0,0.006,73.42833888225192,45.86,0.62,19,0,1,1,0
TXN_134942,CUST_0177,2026-07-02 05:51:50,Gas Station,Mobile App,0,Domestic,6.33,0,0.016,45.05126822366233,86.09,1.91,5,1,1,1,0
TXN_102145,CUST_0177,2026-07-02 07:17:38,Gas Station,Mobile App,0,Domestic,1.16,0,0.111,45.05126822366233,111.2,2.47,7,0,1,2,0
TXN_142408,CUST_0177,2026-07-03 05:26:06,Electronics,Mobile App,0,Domestic,2.25,0,0.008,45.05126822366233,42.9,0.95,5,1,1,3,0
TXN_122282,CUST_0177,2026-07-05 00:48:50,Crypto Exchange,Web Browser,0,Domestic,18.4,0,0.105,45.05126822366233,15.98,0.35,0,0,1,1,0
TXN_142623,CUST_0177,2026-07-10 21:03:47,Restaurants,Web Browser,0,Domestic,4.77,0,0.05,45.05126822366233,18.79,0.42,21,0,1,1,0
TXN_113806,CUST_0177,2026-07-12 07:40:39,Restaurants,Mobile App,0,Domestic,5.95,0,0.336,45.05126822366233,33.6,0.75,7,0,1,1,0
TXN_114020,CUST_0177,2026-07-13 23:40:55,Grocery,POS Terminal,1,Domestic,26.5,0,0.074,45.05126822366233,82.32,1.83,23,0,1,1,0
TXN_129854,CUST_0177,2026-07-14 00:21:06,Restaurants,Mobile App,0,Domestic,14.6,0,0.0,45.05126822366233,49.45,1.1,0,0,2,2,0
TXN_109857,CUST_0177,2026-07-14 07:23:05,Luxury Goods,Web Browser,0,Domestic,2.16,0,0.621,45.05126822366233,79.99,1.78,7,0,1,3,0
TXN_143684,CUST_0177,2026-07-15 00:11:11,Restaurants,Mobile App,0,Foreign High Risk,1697.29,0,0.035,45.05126822366233,60.55,1.34,0,0,1,3,0
TXN_110752,CUST_0177,2026-07-16 17:59:01,Restaurants,Mobile App,0,Domestic,2.31,0,0.004,45.05126822366233,26.42,0.59,17,0,1,1,0
TXN_144650,CUST_0177,2026-07-19 23:55:10,Grocery,Mobile App,0,Domestic,5.79,1,0.241,45.05126822366233,41.51,0.92,23,0,1,1,0
TXN_131685,CUST_0177,2026-07-20 06:52:40,Travel & Flights,Web Browser,0,Domestic,21.93,0,0.088,45.05126822366233,59.24,1.31,6,0,1,2,0
TXN_116785,CUST_0177,2026-07-20 11:50:37,Restaurants,Web Browser,0,Domestic,6.17,0,0.184,45.05126822366233,151.82,3.37,11,0,1,3,0
TXN_114266,CUST_0177,2026-07-20 12:46:11,Grocery,Mobile App,0,Domestic,4.72,0,0.424,45.05126822366233,71.17,1.58,12,0,2,4,0
TXN_138882,CUST_0177,2026-07-22 03:00:36,Gas Station,POS Terminal,1,Domestic,67.49,0,0.036,45.05126822366233,46.52,1.03,3,1,1,1,0
TXN_120809,CUST_0177,2026-07-24 16:35:18,Online Retail,Web Browser,0,Domestic,12.66,0,0.025,45.05126822366233,124.48,2.76,16,0,1,1,0
TXN_102349,CUST_0177,2026-07-26 02:12:55,Grocery,Mobile App,0,Domestic,3.74,0,0.173,45.05126822366233,42.72,0.95,2,1,1,1,0
TXN_103849,CUST_0177,2026-07-26 06:44:09,Restaurants,Web Browser,0,Domestic,1.23,2,0.037,45.05126822366233,37.34,0.83,6,0,1,2,0
TXN_136436,CUST_0177,2026-07-26 23:34:09,Crypto Exchange,Mobile App,0,Domestic,73.31,0,0.159,45.05126822366233,26.62,0.59,23,0,1,3,0
TXN_124304,CUST_0177,2026-07-27 01:35:53,Restaurants,POS Terminal,1,Domestic,8.89,0,0.177,45.05126822366233,115.38,2.56,1,1,1,4,0
TXN_132281,CUST_0177,2026-07-28 16:57:24,Gas Station,Mobile App,0,Domestic,0.88,0,0.04,45.05126822366233,75.46,1.67,16,0,1,1,0
TXN_124760,CUST_0177,2026-07-29 04:04:08,Restaurants,Web Browser,0,Domestic,23.91,0,0.02,45.05126822366233,46.36,1.03,4,1,1,2,0
TXN_108970,CUST_0177,2026-07-30 01:00:38,Grocery,Mobile App,0,Domestic,2.7,0,0.068,45.05126822366233,77.55,1.72,1,1,1,2,0
TXN_138577,CUST_0178,2026-07-03 02:59:06,Grocery,Web Browser,0,Domestic,0.45,0,0.307,106.92422930677554,172.23,1.61,2,1,1,1,0
TXN_120296,CUST_0178,2026-07-05 22:17:14,Gas Station,Web Browser,0,Domestic,16.49,0,0.005,106.92422930677554,101.77,0.95,22,0,1,1,0
TXN_112978,CUST_0178,2026-07-09 17:57:29,Grocery,Web Browser,0,Domestic,0.25,0,0.219,106.92422930677554,49.69,0.46,17,0,1,1,0
TXN_136344,CUST_0178,2026-07-10 23:54:12,Restaurants,POS Terminal,1,Domestic,9.21,0,0.223,106.92422930677554,96.53,0.9,23,0,1,1,0
TXN_145896,CUST_0178,2026-07-11 07:46:46,Electronics,Mobile App,0,Foreign Standard,990.46,0,0.371,106.92422930677554,116.56,1.09,7,0,1,2,0
TXN_129086,CUST_0178,2026-07-11 10:39:08,Online Retail,Web Browser,0,Domestic,43.23,0,0.355,106.92422930677554,88.3,0.83,10,0,1,3,0
TXN_128888,CUST_0178,2026-07-12 18:11:45,Grocery,Web Browser,0,Domestic,18.14,0,0.198,106.92422930677554,112.94,1.06,18,0,1,1,0
TXN_147405,CUST_0178,2026-07-17 08:01:46,Crypto Exchange,Web Browser,0,Domestic,1.43,0,0.101,106.92422930677554,107.81,1.01,8,0,1,1,0
TXN_139930,CUST_0178,2026-07-17 18:08:51,Electronics,POS Terminal,1,Domestic,20.13,2,0.09,106.92422930677554,117.94,1.1,18,0,1,2,0
TXN_128791,CUST_0178,2026-07-18 05:26:25,Restaurants,Web Browser,0,Domestic,17.89,0,0.18,106.92422930677554,103.7,0.97,5,1,1,3,0
TXN_109227,CUST_0178,2026-07-21 07:12:08,Grocery,Web Browser,0,Domestic,13.89,0,0.16,106.92422930677554,306.11,2.86,7,0,1,1,0
TXN_110255,CUST_0178,2026-07-25 00:58:14,Restaurants,Web Browser,0,Domestic,14.42,0,0.03,106.92422930677554,137.36,1.28,0,0,1,1,0
TXN_122414,CUST_0178,2026-07-28 11:01:29,Gas Station,POS Terminal,1,Domestic,4.49,0,0.011,106.92422930677554,80.14,0.75,11,0,1,1,0
TXN_143630,CUST_0178,2026-07-29 21:35:57,Electronics,Web Browser,0,Domestic,0.08,0,0.008,106.92422930677554,102.37,0.96,21,0,1,1,0
TXN_102719,CUST_0178,2026-07-29 23:58:08,Online Retail,Web Browser,0,Domestic,0.48,0,0.004,106.92422930677554,142.67,1.33,23,0,1,2,0
TXN_136730,CUST_0179,2026-07-01 09:43:29,Grocery,Mobile App,0,Domestic,11.33,0,0.363,38.13779938110071,54.47,1.43,9,0,1,1,0
TXN_106356,CUST_0179,2026-07-01 23:27:11,Crypto Exchange,Web Browser,0,Domestic,15.73,1,0.035,38.13779938110071,50.33,1.32,23,0,1,2,0
TXN_117860,CUST_0179,2026-07-02 11:38:43,Online Retail,POS Terminal,1,Domestic,5.61,0,0.237,38.13779938110071,69.21,1.81,11,0,1,2,0
TXN_121864,CUST_0179,2026-07-04 14:37:03,Grocery,Web Browser,0,Domestic,15.3,0,0.291,38.13779938110071,37.58,0.99,14,0,1,1,0
TXN_149384,CUST_0179,2026-07-07 06:14:47,Online Retail,Web Browser,0,Domestic,7.4,0,0.148,38.13779938110071,22.45,0.59,6,0,1,1,0
TXN_140436,CUST_0179,2026-07-08 21:49:11,Gas Station,POS Terminal,1,Domestic,26.2,1,0.036,38.13779938110071,23.97,0.63,21,0,1,1,0
TXN_101728,CUST_0179,2026-07-09 18:15:06,Crypto Exchange,Mobile App,0,Domestic,15.74,0,0.0,38.13779938110071,109.25,2.86,18,0,1,2,0
TXN_112922,CUST_0179,2026-07-10 15:47:24,Grocery,Mobile App,0,Domestic,8.82,0,0.0,38.13779938110071,56.1,1.47,15,0,1,2,0
TXN_121021,CUST_0179,2026-07-11 11:20:17,Online Retail,Mobile App,0,Domestic,25.67,0,0.037,38.13779938110071,34.44,0.9,11,0,1,2,0
TXN_101446,CUST_0179,2026-07-11 16:38:17,Restaurants,Web Browser,0,Domestic,7.05,0,0.0,38.13779938110071,64.12,1.68,16,0,1,2,0
TXN_145199,CUST_0179,2026-07-14 12:48:01,Luxury Goods,Mobile App,0,Domestic,8.13,3,0.07,38.13779938110071,34.22,0.9,12,0,1,1,0
TXN_111834,CUST_0179,2026-07-16 02:04:18,Gas Station,Mobile App,0,Domestic,4.06,0,0.016,38.13779938110071,50.17,1.32,2,1,1,1,0
TXN_125042,CUST_0179,2026-07-17 13:23:55,Gambling,Web Browser,0,Domestic,1.99,0,0.017,38.13779938110071,23.73,0.62,13,0,1,1,0
TXN_116015,CUST_0179,2026-07-17 14:53:27,Online Retail,Web Browser,0,Domestic,51.93,0,0.202,38.13779938110071,56.25,1.47,14,0,1,2,0
TXN_144164,CUST_0179,2026-07-17 16:28:48,Restaurants,Web Browser,0,Domestic,38.69,0,0.028,38.13779938110071,26.94,0.71,16,0,1,3,0
TXN_105552,CUST_0179,2026-07-18 09:33:00,Grocery,Mobile App,0,Domestic,35.53,0,0.146,38.13779938110071,31.97,0.84,9,0,1,4,0
TXN_119828,CUST_0179,2026-07-18 11:32:51,Gas Station,Mobile App,0,Domestic,34.08,0,0.103,38.13779938110071,54.37,1.43,11,0,1,5,0
TXN_100369,CUST_0179,2026-07-19 19:24:33,Grocery,Web Browser,0,Domestic,24.15,0,0.148,38.13779938110071,63.68,1.67,19,0,1,1,0
TXN_110756,CUST_0179,2026-07-20 11:21:29,Grocery,Web Browser,0,Domestic,22.5,0,0.027,38.13779938110071,54.31,1.42,11,0,1,2,0
TXN_124694,CUST_0179,2026-07-20 22:46:53,Gas Station,Mobile App,0,Domestic,15.0,0,0.065,38.13779938110071,51.03,1.34,22,0,1,2,0
TXN_135305,CUST_0179,2026-07-21 09:23:14,Gas Station,Web Browser,0,Domestic,17.57,1,0.003,38.13779938110071,19.22,0.5,9,0,1,3,0
TXN_128920,CUST_0179,2026-07-23 16:04:16,Gambling,Mobile App,0,Domestic,6.62,0,0.003,38.13779938110071,34.13,0.89,16,0,1,1,0
TXN_101992,CUST_0179,2026-07-23 23:02:52,Grocery,Mobile App,0,Domestic,12.86,0,0.547,38.13779938110071,28.01,0.73,23,0,1,2,0
TXN_121546,CUST_0179,2026-07-25 09:53:01,Restaurants,Mobile App,0,Domestic,44.11,0,0.011,38.13779938110071,45.77,1.2,9,0,1,1,0
TXN_115241,CUST_0179,2026-07-29 17:18:55,Grocery,Mobile App,0,Domestic,19.77,3,0.368,38.13779938110071,30.61,0.8,17,0,1,1,0
TXN_119928,CUST_0179,2026-07-30 10:10:48,Grocery,Mobile App,0,Domestic,48.07,1,0.0,38.13779938110071,62.06,1.63,10,0,1,2,0
TXN_121316,CUST_0180,2026-07-03 00:05:30,Grocery,Web Browser,0,Domestic,5.5,0,0.024,228.6292051937952,348.77,1.53,0,0,1,1,0
TXN_130850,CUST_0180,2026-07-03 05:17:19,Restaurants,Mobile App,0,Domestic,21.27,0,0.039,228.6292051937952,174.73,0.76,5,1,1,2,0
TXN_104814,CUST_0180,2026-07-05 09:55:00,Gambling,Mobile App,0,Domestic,13.34,0,0.042,228.6292051937952,129.5,0.57,9,0,1,1,0
TXN_136295,CUST_0180,2026-07-07 00:22:59,Online Retail,Mobile App,0,Domestic,2.9,0,0.039,228.6292051937952,241.05,1.05,0,0,1,1,0
TXN_116166,CUST_0180,2026-07-07 14:00:33,Grocery,Mobile App,0,Foreign High Risk,686.88,0,0.075,228.6292051937952,519.57,2.27,14,0,1,2,0
TXN_149707,CUST_0180,2026-07-08 01:27:49,Gas Station,Web Browser,0,Domestic,33.05,0,0.08,228.6292051937952,460.73,2.02,1,1,1,2,0
TXN_133296,CUST_0180,2026-07-08 18:32:09,Online Retail,Mobile App,0,Domestic,29.37,0,0.048,228.6292051937952,239.47,1.05,18,0,1,2,0
TXN_119904,CUST_0180,2026-07-09 05:40:27,Online Retail,Mobile App,0,Foreign Standard,529.01,0,0.059,228.6292051937952,337.81,1.48,5,1,1,2,0
TXN_114789,CUST_0180,2026-07-10 04:55:54,Online Retail,Mobile App,0,Domestic,7.64,0,0.0,228.6292051937952,318.49,1.39,4,1,1,2,0
TXN_108995,CUST_0180,2026-07-10 17:42:17,Money Transfer,Web Browser,0,Foreign Standard,383.35,1,0.217,228.6292051937952,65.96,0.29,17,0,1,2,0
TXN_102208,CUST_0180,2026-07-10 23:05:15,Restaurants,Mobile App,0,Domestic,10.31,0,0.009,228.6292051937952,184.4,0.81,23,0,1,3,0
TXN_123132,CUST_0180,2026-07-11 06:03:09,Restaurants,Mobile App,0,Domestic,0.58,0,0.001,228.6292051937952,511.78,2.24,6,0,1,3,0
TXN_146757,CUST_0180,2026-07-16 18:10:57,Electronics,Web Browser,0,Foreign Standard,872.0,0,0.105,228.6292051937952,384.13,1.68,18,0,1,1,0
TXN_106855,CUST_0180,2026-07-18 18:21:03,Restaurants,POS Terminal,1,Domestic,0.91,1,0.045,228.6292051937952,148.1,0.65,18,0,1,1,0
TXN_126518,CUST_0180,2026-07-18 23:01:52,Gambling,ATM,1,Domestic,6.08,0,0.004,228.6292051937952,419.45,1.83,23,0,1,2,0
TXN_138598,CUST_0180,2026-07-19 18:28:24,Gas Station,Mobile App,0,Domestic,0.17,0,0.026,228.6292051937952,284.28,1.24,18,0,1,2,0
TXN_133502,CUST_0180,2026-07-20 22:26:05,Restaurants,Mobile App,0,Domestic,14.26,0,0.188,228.6292051937952,568.38,2.49,22,0,1,1,0
TXN_132389,CUST_0180,2026-07-22 11:40:35,Electronics,Mobile App,0,Domestic,9.89,0,0.006,228.6292051937952,368.81,1.61,11,0,1,1,0
TXN_148327,CUST_0180,2026-07-23 13:30:01,Gas Station,POS Terminal,1,Foreign Standard,935.26,0,0.033,228.6292051937952,239.93,1.05,13,0,1,1,0
TXN_147275,CUST_0180,2026-07-24 06:48:33,Restaurants,Web Browser,0,Domestic,10.31,0,0.163,228.6292051937952,111.89,0.49,6,0,1,2,0
TXN_102786,CUST_0180,2026-07-26 06:29:23,Travel & Flights,POS Terminal,1,Domestic,48.68,0,0.004,228.6292051937952,225.01,0.98,6,0,1,1,0
TXN_102326,CUST_0180,2026-07-27 05:28:24,Gas Station,POS Terminal,1,Domestic,9.79,0,0.025,228.6292051937952,371.46,1.62,5,1,1,2,0
TXN_116648,CUST_0180,2026-07-29 21:52:12,Crypto Exchange,Mobile App,0,Domestic,1.73,1,0.01,228.6292051937952,130.18,0.57,21,0,1,1,0
TXN_140335,CUST_0180,2026-07-30 16:08:20,Online Retail,Mobile App,0,Domestic,7.59,0,0.006,228.6292051937952,49.26,0.22,16,0,1,2,0
TXN_138496,CUST_0181,2026-07-01 05:19:18,Restaurants,Web Browser,0,Domestic,6.11,0,0.176,65.06588739051763,52.46,0.81,5,1,1,1,0
TXN_106313,CUST_0181,2026-07-01 08:48:46,Crypto Exchange,Web Browser,0,Domestic,13.59,0,0.313,65.06588739051763,131.02,2.01,8,0,1,2,0
TXN_113884,CUST_0181,2026-07-04 12:17:02,Online Retail,Mobile App,0,Domestic,5.33,0,0.061,65.06588739051763,62.52,0.96,12,0,1,1,0
TXN_130390,CUST_0181,2026-07-05 19:51:48,Restaurants,Web Browser,0,Domestic,43.65,0,0.474,65.06588739051763,71.01,1.09,19,0,1,1,0
TXN_103092,CUST_0181,2026-07-09 17:23:12,Money Transfer,Web Browser,0,Domestic,24.22,0,0.011,65.06588739051763,50.69,0.78,17,0,1,1,0
TXN_142233,CUST_0181,2026-07-10 07:32:35,Gas Station,Web Browser,0,Domestic,0.34,0,0.037,65.06588739051763,88.2,1.36,7,0,1,2,0
TXN_106562,CUST_0181,2026-07-10 14:10:49,Money Transfer,Mobile App,0,Domestic,6.47,0,0.322,65.06588739051763,72.45,1.11,14,0,1,3,0
TXN_106080,CUST_0181,2026-07-11 01:36:23,Gas Station,POS Terminal,1,Domestic,33.56,0,0.003,65.06588739051763,47.67,0.73,1,1,1,3,0
TXN_126234,CUST_0181,2026-07-23 01:31:58,Grocery,Web Browser,0,Domestic,0.4,1,0.013,65.06588739051763,51.72,0.79,1,1,1,1,0
TXN_116922,CUST_0181,2026-07-23 06:45:48,Crypto Exchange,Mobile App,0,Domestic,35.92,2,0.032,65.06588739051763,69.62,1.07,6,0,1,2,0
TXN_137726,CUST_0181,2026-07-25 03:30:50,Online Retail,Web Browser,0,Domestic,0.17,1,0.04,65.06588739051763,16.42,0.25,3,1,1,1,0
TXN_130881,CUST_0181,2026-07-25 16:08:44,Restaurants,Web Browser,0,Domestic,4.74,0,0.038,65.06588739051763,99.94,1.54,16,0,1,2,0
TXN_140879,CUST_0181,2026-07-26 06:58:39,Online Retail,Mobile App,0,Domestic,35.93,3,0.019,65.06588739051763,81.46,1.25,6,0,1,2,0
TXN_129753,CUST_0181,2026-07-27 16:37:08,Crypto Exchange,Mobile App,0,Domestic,21.77,0,0.075,65.06588739051763,38.45,0.59,16,0,1,1,0
TXN_103967,CUST_0182,2026-07-04 08:53:30,Gas Station,ATM,1,Domestic,14.63,0,0.616,26.727833247088054,14.29,0.53,8,0,1,1,0
TXN_134290,CUST_0182,2026-07-08 00:49:12,Restaurants,Mobile App,0,Domestic,14.68,0,0.009,26.727833247088054,23.9,0.89,0,0,1,1,0
TXN_112796,CUST_0182,2026-07-08 21:09:29,Grocery,Mobile App,0,Domestic,17.28,0,0.217,26.727833247088054,17.89,0.67,21,0,1,2,0
TXN_135614,CUST_0182,2026-07-10 09:16:21,Grocery,POS Terminal,1,Domestic,23.13,0,0.234,26.727833247088054,43.67,1.63,9,0,1,1,0
TXN_130984,CUST_0182,2026-07-10 11:49:32,Crypto Exchange,POS Terminal,1,Domestic,15.8,0,0.083,26.727833247088054,13.52,0.51,11,0,1,2,0
TXN_138239,CUST_0182,2026-07-15 06:15:45,Gas Station,Mobile App,0,Foreign Standard,228.15,0,0.05,26.727833247088054,20.09,0.75,6,0,1,1,0
TXN_133511,CUST_0182,2026-07-15 12:37:20,Online Retail,Mobile App,0,Domestic,31.88,0,0.002,26.727833247088054,13.11,0.49,12,0,1,2,0
TXN_117823,CUST_0182,2026-07-18 16:42:50,Travel & Flights,Web Browser,0,Domestic,0.12,0,0.336,26.727833247088054,37.02,1.39,16,0,1,1,0
TXN_149612,CUST_0182,2026-07-19 16:19:03,Gas Station,ATM,1,Domestic,5.31,0,0.22,26.727833247088054,25.16,0.94,16,0,1,2,0
TXN_126293,CUST_0182,2026-07-20 21:23:47,Gas Station,POS Terminal,1,Domestic,2.96,0,0.08,26.727833247088054,37.97,1.42,21,0,1,1,0
TXN_116945,CUST_0182,2026-07-20 23:13:04,Online Retail,Web Browser,0,Domestic,9.85,0,0.316,26.727833247088054,14.85,0.56,23,0,1,2,0
